0.019364415,0.029413857,-0.0058709
0.016304693,-0.007272752,-0.009861957
0.008053727,-0.005489531,0.013779686
-0.03261162,-0.018519031,-0.021739919
-0.042319392,-0.009389687,-0.01712889
0.011461433,0.011257143,0.031017941
0.025317784,0.014815071,-0.007912991
-0.019635956,0.007326033,0.041814581
0.011267714,0.027004358,-0.021175023
0.041158099,0.061981911,0.027819537
0.002684563,0.008312632,0.001890403
0.039426944,-0.009983434,0.011267714
-0.026111181,0.023141507,-0.027450844
0.010526403,-0.011503774,-0.014499975
0.094834075,0.060916208,0.013539799
0.035091343,0.018490567,0.020913335
0.002296265,-0.009202583,-0.026693647
-0.018519029,0.00614448,0.032322129
0.011614466,0.031652916,0.028586587
-0.021004309,-0.01044002,0.037470938
-0.002361218,-0.025817694,-0.014109568
0.027973826,0.03477297,0.042596598
-0.049480068,0.002967358,0.042488709
0.002412602,0.014706133,0
0.033178367,0.001458823,0.004881984
0.034367665,0.018773062,0.008888997
-0.025086865,-0.015861855,0.008012818
0.04072968,0.059255706,0.011111253
0.058143386,0.075183674,0.063452685
-0.012631835,0.041076083,-0.002967358
-0.047731358,-0.018462016,-0.001487023
-0.011173343,-0.003733636,0.002229706
-0.015855303,-0.034245636,-0.032443457
0.009090963,-0.015604983,-0.034324709
-0.01826533,0.010430332,-0.001588599
0.01826533,-0.015686581,0.011067334
0.022372276,0.050106802,0.02943668
0.004415014,-0.025382049,-0.006125587
0.021787334,0.015306406,0.059630124
0.025533379,0.01257877,-0.005805526
-0.036367659,-0.008788528,-0.016881101
0.030045149,0.003775991,-0.010416786
-0.052072556,-0.052881416,-0.029603707
0.041445422,0.047843627,0.049597002
0.010627133,0.008799516,0.008759172
-0.006362738,0.036859233,-0.00510024
0.008474619,-0.001207028,-0.002926115
0.004210629,-0.001208372,0.021740001
-0.03201983,0.017975273,0.057795403
0.040388072,0.009456326,-0.014310298
-0.029600542,-0.011834503,0.011600272
-0.023888141,-0.03021378,0.002710026
-0.0199785,-0.012345765,0.017438419
0.017778229,0.031787544,0.032704026
-0.008849607,0.080875438,-0.001932351
0.039220676,0.015418741,0.025462841
0.04899368,-0.014309453,-0.021601867
0.04670498,0.011025407,0.049493402
0.094427132,0.09411335,-0.024753774
0.036430749,-0.009022633,-0.046162059
-0.008554323,0.024864532,0.048665187
0.094997714,0.09548872,0.026520228
0.01396449,-0.01710979,0.018692101
0.055444966,-0.061817415,-0.030939698
-0.011730328,-0.076265652,-0.021171351
0.041883371,0.031813814,0.049718763
0.072287731,-0.015267434,0.023084741
0.005249351,-0.035494348,-0.037560366
-0.031917573,-0.022569474,-0.047272439
0.001350406,0.021506185,0.048486796
0.050010436,0.037582752,0.061766241
-0.009026518,-0.003078551,0.070474877
-0.034258918,0.070430693,-0.036269204
-0.052281522,-0.043059449,-0.004973769
0.030600477,-0.002002049,0.063845791
0.006825926,-0.009058864,-0.012552454
0.041311664,0.07027274,-0.029374567
-0.08156692,-0.091734987,-0.071900732
